TransactionID,SaleDate,CustomerID,ProductID,StoreID,CampaignID,SaleAmount,DiscountPercent,PaymentType
402,2024-12-06,1042,2098,401,1.0,1558.49,2.7,DebitCard
403,2025-04-13,1026,2079,401,1.0,3725.91,17.9,GiftCard
404,2024-06-16,1116,2071,401,1.0,844.88,1.2,GiftCard
405,2024-11-19,1080,2019,401,0.0,3135.24,23.4,DebitCard
406,2025-02-07,1066,2041,401,3.0,4199.55,13.9,DebitCard
407,2024-06-14,1071,2079,403,1.0,4491.4,4.5,DebitCard
408,2025-05-20,1165,2001,402,0.0,818.46,17.8,PayPal
409,2024-12-14,1071,2092,403,1.0,480.54,21.6,GiftCard
410,2025-04-03,1116,2072,401,3.0,192.63,10.6,GiftCard
411,2025-01-24,1050,2062,403,1.0,1258.06,20.7,Cash
412,2025-04-26,1115,2040,402,2.0,144.21,29.7,CreditCard
413,2024-08-09,1056,2082,404,2.0,1479.3,28.0,Cash
414,2025-04-18,1091,2062,401,0.0,1724.49,13.8,Cash
415,2024-07-28,1067,2080,401,0.0,1281.67,30.0,CreditCard
416,2025-03-25,1196,2004,403,3.0,339.83,20.9,Cash
417,2024-11-02,1150,2037,402,0.0,1029.23,15.6,DebitCard
418,2025-01-20,1157,2096,402,1.0,1153.33,23.2,Cash
419,2025-04-17,1032,2005,402,1.0,770.4,3.2,CreditCard
420,2024-06-19,1089,2058,401,,251.29,6.4,GiftCard
421,2025-05-21,1070,2033,402,3.0,1324.01,17.7,GiftCard
422,2025-04-03,1096,2028,404,2.0,990.11,13.9,PayPal
423,2024-12-27,1035,2029,401,2.0,36.17,8.8,Cash
424,2024-10-24,1030,2053,403,3.0,984.09,2.1,PayPal
425,2024-12-24,1105,2013,402,1.0,2806.89,21.7,DebitCard
426,2025-04-23,1116,2023,404,0.0,3775.88,12.5,CreditCard
427,2025-03-28,1055,2060,404,3.0,1599.5,20.4,Cash
428,2025-03-28,1020,2054,404,0.0,2234.58,6.1,CreditCard
429,2024-07-16,1005,2077,401,0.0,1086.29,9.0,PayPal
430,2025-03-01,1116,2069,401,3.0,772.24,19.2,GiftCard
431,2024-06-19,1058,2061,404,0.0,546.31,20.3,CreditCard
432,2025-03-07,1021,2097,404,0.0,4052.4,0.9,Cash
433,2024-12-21,1034,2026,403,0.0,1320.57,20.7,DebitCard
434,2024-09-13,1108,2078,403,3.0,855.79,18.4,Cash
435,2025-03-14,1094,2061,403,2.0,826.35,26.7,Cash
436,2024-07-27,1030,2057,402,3.0,1611.66,1.7,Cash
437,2024-12-29,1013,2013,401,3.0,2459.2,8.6,DebitCard
438,2024-06-28,1066,2092,404,3.0,1065.96,12.9,CreditCard
439,2025-02-12,1198,2081,404,1.0,1864.98,27.3,CreditCard
440,2024-12-07,1071,2086,401,0.0,219.34,0.7,PayPal
441,2024-09-21,1171,2075,402,0.0,1121.71,21.9,Cash
442,2025-02-18,1149,2040,402,1.0,66.55,25.8,PayPal
443,2024-06-02,1066,2064,403,0.0,1915.58,0.3,GiftCard
444,2025-04-18,1147,2091,404,1.0,4825.57,13.4,PayPal
445,2024-11-22,1150,2061,401,3.0,1988.69,5.0,CreditCard
446,2025-01-26,1089,2045,401,2.0,231.37,8.7,CreditCard
447,2025-01-25,1019,2022,404,1.0,574.7,9.5,GiftCard
448,2025-05-14,1048,2025,402,2.0,445.39,13.8,PayPal
449,2024-09-11,1039,2015,401,3.0,1540.28,1.4,PayPal
450,2024-12-13,1032,2040,404,2.0,147.82,25.4,CreditCard
451,2025-05-02,1056,2016,401,3.0,1104.5,2.6,PayPal
452,2024-12-03,1175,2058,401,3.0,66.42,11.9,GiftCard
453,2025-01-25,1025,2070,403,2.0,75.99,6.0,DebitCard
454,2024-12-29,1127,2053,403,3.0,400.78,28.4,GiftCard
455,2024-07-25,1058,2092,403,3.0,432.32,15.1,GiftCard
456,2025-03-20,1121,2022,404,2.0,635.07,25.7,Cash
457,2024-12-18,1101,2023,401,2.0,3334.38,18.8,DebitCard
458,2024-11-19,1092,2071,403,3.0,1741.37,2.2,PayPal
459,2025-05-19,1116,2036,403,3.0,921.51,26.0,DebitCard
460,2024-07-04,1118,2018,402,2.0,1244.0,15.9,DebitCard
461,2024-11-06,1020,2035,403,2.0,3224.23,17.4,PayPal
462,2024-11-03,1199,2046,404,1.0,27.51,24.0,Cash
463,2024-09-05,1190,2010,402,0.0,1876.75,16.1,Cash
464,2024-11-25,1005,2010,401,1.0,1866.6,18.7,CreditCard
465,2024-11-02,1020,2016,402,1.0,1343.92,27.6,Cash
466,2025-04-12,1121,2069,403,1.0,1410.36,29.3,GiftCard
467,2024-08-13,1161,2072,404,2.0,989.22,20.7,GiftCard
468,2024-09-02,1020,2033,402,0.0,1528.67,6.3,CreditCard
469,2024-07-27,1136,2091,404,3.0,3186.52,28.1,PayPal
470,2025-03-19,1048,2071,404,1.0,1309.68,14.2,Cash
471,2025-03-31,1066,2030,403,2.0,1714.29,13.0,DebitCard
472,2024-08-15,1163,2057,403,3.0,87.82,23.1,Cash
473,2024-06-22,1047,2036,403,3.0,503.98,27.1,GiftCard
474,2024-08-02,1087,2063,403,0.0,1694.92,12.2,CreditCard
475,2025-05-15,1005,2091,402,2.0,4227.13,3.4,CreditCard
476,2024-07-21,1063,2056,402,0.0,1483.88,25.7,PayPal
477,2024-07-10,1053,2087,403,1.0,132.26,27.4,GiftCard
478,2025-05-10,1064,2038,402,0.0,474.69,28.3,DebitCard
479,2024-07-18,1083,2041,401,1.0,688.97,1.1,PayPal
480,2025-03-14,1152,2019,402,0.0,2022.9,15.6,Cash
481,2025-05-22,1015,2023,401,1.0,3012.58,9.8,Cash
482,2025-01-11,1112,2002,404,1.0,127.0,9.1,Cash
483,2025-02-09,1138,2024,402,2.0,586.88,7.3,GiftCard
484,2025-04-01,1141,2097,402,2.0,2543.36,23.7,CreditCard
485,2025-03-11,1187,2013,403,1.0,785.04,0.4,CreditCard
486,2025-05-21,1048,2063,402,2.0,677.95,23.8,CreditCard
487,2024-07-11,1011,2016,402,1.0,423.65,16.9,DebitCard
488,2024-06-14,1099,2067,403,,1449.8,4.4,DebitCard
489,2024-06-06,1167,2010,404,0.0,1499.78,5.0,GiftCard
490,2025-04-23,1181,2039,403,0.0,850.71,4.1,Cash
491,2024-08-29,1025,2068,404,1.0,1897.63,6.7,Cash
492,2024-12-17,1191,2039,403,3.0,1250.64,18.8,CreditCard
493,2024-08-14,1086,2068,404,2.0,1993.86,6.1,CreditCard
494,2025-04-06,1162,2092,403,1.0,1122.97,22.4,CreditCard
495,2025-02-27,1115,2050,401,2.0,1059.34,13.7,CreditCard
496,2025-05-30,1076,2027,403,,1394.95,10.1,GiftCard
497,2024-09-21,1142,2073,402,3.0,319.9,27.0,Cash
498,2024-10-25,1059,2041,401,1.0,3756.11,0.8,PayPal
499,2025-03-17,1066,2038,401,3.0,159.05,3.8,Cash
500,2025-03-08,1111,2015,402,0.0,1282.78,8.8,Cash
501,2024-06-23,1081,2019,403,1.0,3531.36,25.9,DebitCard
502,2025-05-31,1192,2064,401,2.0,338.62,19.9,PayPal
503,2024-10-13,1190,2079,403,3.0,1086.69,10.5,Cash
504,2024-07-27,1124,2073,402,1.0,569.2,13.2,Cash
505,2024-11-14,1147,2079,404,1.0,3172.45,1.3,GiftCard
506,2024-06-11,1089,2056,402,1.0,778.95,14.3,PayPal
507,2025-03-04,1028,2031,402,2.0,1402.9,9.7,GiftCard
508,2024-07-17,1005,2070,402,2.0,97.23,6.1,Cash
509,2025-05-30,1171,2039,401,0.0,4051.35,21.6,GiftCard
510,2024-12-31,1034,2041,403,0.0,4475.31,18.7,PayPal
511,2024-11-01,1130,2012,403,0.0,1026.27,7.8,GiftCard
512,2024-11-22,1005,2097,403,3.0,582.68,29.0,GiftCard
513,2025-01-31,1077,2097,403,2.0,4506.81,30.0,DebitCard
514,2025-03-26,1020,2054,404,0.0,2843.23,5.7,CreditCard
515,2025-01-27,1175,2035,402,2.0,1981.78,22.6,GiftCard
516,2024-12-13,1116,2087,402,2.0,1802.35,20.9,GiftCard
517,2025-04-30,1197,2039,402,0.0,4277.85,23.0,GiftCard
518,2024-07-31,1089,2052,404,2.0,416.47,27.2,DebitCard
519,2024-07-26,1020,2078,402,1.0,750.56,18.0,DebitCard
520,2025-02-01,1128,2060,403,3.0,318.15,24.1,PayPal
521,2024-08-19,1034,2052,402,1.0,178.97,17.4,Cash
522,2025-05-06,1157,2041,404,3.0,688.22,15.9,PayPal
523,2025-02-22,1080,2095,401,3.0,1761.65,22.4,Cash
524,2025-04-18,1005,2005,404,0.0,907.13,1.9,GiftCard
525,2025-04-20,1073,2054,403,0.0,4566.54,20.6,CreditCard
526,2024-11-23,1023,2014,402,1.0,680.75,16.4,CreditCard
527,2024-06-11,1182,2058,401,1.0,290.91,27.9,CreditCard
528,2024-07-19,1092,2079,402,3.0,1268.98,7.9,Cash
529,2024-10-13,1038,2023,402,0.0,1892.83,12.8,PayPal
530,2025-03-08,1160,2023,402,,554.93,25.8,CreditCard
531,2024-12-02,1001,2063,402,3.0,911.66,4.8,Cash
532,2024-12-27,1020,2071,402,,1323.89,17.5,Cash
533,2024-06-16,1170,2077,403,0.0,863.07,27.8,Cash
534,2024-08-13,1156,2089,402,2.0,231.6,5.6,CreditCard
535,2024-09-30,1097,2097,404,0.0,1105.46,8.6,PayPal
536,2025-02-04,1134,2026,402,0.0,1959.73,3.9,DebitCard
537,2024-12-10,1020,2040,403,2.0,96.0,7.0,GiftCard
539,2024-06-11,1030,2026,404,2.0,1621.78,22.5,Cash
540,2024-08-27,1176,2019,403,2.0,1012.27,18.6,Cash
541,2024-10-12,1145,2003,402,2.0,984.26,4.6,PayPal
542,2024-11-26,1116,2080,404,2.0,1637.62,17.7,DebitCard
543,2025-05-07,1020,2086,403,0.0,1386.71,24.7,Cash
544,2025-03-20,1090,2023,403,2.0,3319.3,0.1,DebitCard
545,2025-04-05,1099,2019,403,2.0,1721.74,13.1,Cash
546,2024-07-07,1095,2038,402,1.0,1580.64,10.2,GiftCard
547,2025-03-12,1113,2061,402,3.0,1071.07,11.7,Cash
548,2025-03-11,1066,2066,402,0.0,1441.67,25.4,GiftCard
549,2024-12-07,1034,2076,401,0.0,1544.05,24.1,Cash
550,2025-02-27,1020,2026,403,2.0,672.34,29.5,DebitCard
551,2024-11-16,1116,2019,401,0.0,2076.43,27.1,CreditCard
552,2024-10-07,1020,2021,401,2.0,148.92,12.7,Cash
553,2024-06-13,1012,2013,401,1.0,4510.74,2.6,Cash
554,2025-01-04,1114,2039,403,0.0,3900.84,26.5,Cash
555,2024-11-23,1032,2041,404,1.0,4530.65,1.1,Cash
556,2024-09-14,1046,2085,403,2.0,109.02,7.9,Cash
557,2024-11-26,1118,2036,403,1.0,841.09,22.2,GiftCard
558,2025-02-13,1066,2068,404,3.0,525.2,6.1,CreditCard
559,2024-08-05,1016,2070,404,3.0,57.91,14.4,CreditCard
560,2025-02-04,1066,2091,404,3.0,939.44,10.6,DebitCard
561,2024-11-17,1103,2019,404,0.0,4176.65,7.1,Cash
562,2025-04-22,1162,2096,402,3.0,810.47,16.6,CreditCard
563,2024-12-21,1089,2041,404,2.0,3122.27,12.7,PayPal
565,2024-12-17,1028,2003,402,3.0,1437.96,26.8,PayPal
566,2024-11-07,1054,2060,402,3.0,752.56,20.8,DebitCard
567,2024-11-09,1171,2013,401,1.0,2690.16,4.8,PayPal
568,2024-11-15,1021,2079,404,3.0,2544.77,23.1,DebitCard
569,2024-11-12,1098,2023,404,3.0,1565.37,12.9,PayPal
570,2024-12-03,1139,2004,401,2.0,988.99,17.1,DebitCard
571,2025-02-01,1020,2010,401,0.0,1101.43,20.4,DebitCard
572,2024-12-21,1087,2001,404,3.0,696.45,28.5,PayPal
573,2024-10-19,1075,2013,403,2.0,2629.22,13.0,GiftCard
574,2024-08-09,1020,2079,401,0.0,845.88,9.6,DebitCard
575,2025-03-14,1157,2041,401,1.0,3825.35,18.4,CreditCard
576,2025-01-18,1044,2035,404,0.0,879.81,9.0,Cash
577,2024-07-31,1039,2096,404,1.0,1465.7,16.9,PayPal
578,2024-08-09,1088,2041,401,,2643.04,23.3,GiftCard
579,2024-11-26,1136,2079,404,3.0,4672.5,9.8,CreditCard
580,2024-11-19,1135,2005,401,2.0,891.98,9.4,DebitCard
581,2025-05-03,1085,2019,403,3.0,3538.81,20.0,CreditCard
582,2024-09-07,1197,2054,402,0.0,4242.6,9.6,GiftCard
583,2024-06-06,1066,2044,402,2.0,96.22,21.8,Cash
584,2024-07-09,1168,2027,401,0.0,1229.14,18.6,GiftCard
585,2024-10-28,1165,2023,401,2.0,3472.15,6.0,PayPal
586,2024-07-03,1070,2088,403,0.0,171.66,8.8,PayPal
587,2024-11-01,1066,2033,402,3.0,441.3,9.0,CreditCard
588,2024-11-02,1027,2079,402,0.0,3719.3,23.3,DebitCard
589,2024-07-13,1020,2002,404,0.0,1345.98,2.0,GiftCard
590,2024-09-17,1100,2065,404,3.0,1572.83,13.5,PayPal
591,2025-03-14,1000,2088,404,2.0,640.51,10.8,Cash
592,2024-06-24,1165,2097,403,3.0,1804.81,17.9,Cash
593,2024-08-23,1098,2038,404,2.0,1776.17,22.8,Cash
594,2024-11-15,1034,2039,402,0.0,3395.33,16.4,Cash
595,2024-12-03,1115,2002,401,2.0,133.49,24.2,Cash
596,2024-07-20,1170,2086,402,1.0,121.91,26.0,CreditCard
597,2024-07-29,1120,2079,401,1.0,3346.98,26.4,CreditCard
598,2025-04-28,1024,2021,401,0.0,1210.21,8.0,Cash
599,2024-12-30,1071,2094,404,1.0,1931.15,6.1,GiftCard
600,2024-08-27,1116,2009,403,3.0,61.79,19.6,CreditCard
601,2024-08-08,1034,2039,404,0.0,863.25,16.3,GiftCard
602,2024-06-04,1180,2036,404,3.0,452.01,26.6,DebitCard
603,2025-01-10,1105,2023,401,3.0,896.1,9.6,Cash
604,2025-03-30,1107,2035,402,0.0,4382.29,17.5,CreditCard
605,2025-05-28,1118,2084,402,1.0,340.97,17.0,PayPal
606,2025-04-05,1127,2013,401,2.0,1631.22,25.0,PayPal
607,2024-12-30,1116,2013,402,0.0,1022.29,28.1,PayPal
608,2025-04-25,1151,2053,402,2.0,264.76,9.7,PayPal
609,2024-09-02,1005,2048,402,,155.96,3.7,DebitCard
610,2024-11-15,1032,2054,402,1.0,4890.0,10.7,Cash
611,2024-08-23,1034,2019,404,1.0,1489.34,26.7,PayPal
612,2024-09-28,1116,2070,402,3.0,40.3,4.7,Cash
613,2024-11-26,1003,2094,402,3.0,1789.05,28.0,GiftCard
614,2024-12-25,1034,2005,401,0.0,818.92,20.6,CreditCard
615,2025-03-24,1025,2030,401,0.0,842.91,11.8,DebitCard
616,2024-08-30,1061,2011,401,2.0,945.6,18.4,DebitCard
617,2024-12-20,1116,2017,404,2.0,1422.61,10.5,DebitCard
618,2024-06-01,1098,2042,401,2.0,1244.38,11.8,Cash
619,2024-12-20,1066,2042,401,2.0,266.38,27.8,PayPal
620,2024-10-25,1093,2082,401,1.0,703.11,23.1,DebitCard
621,2024-12-13,1188,2074,402,1.0,1800.97,5.2,CreditCard
622,2024-12-04,1013,2054,404,0.0,2893.57,11.5,GiftCard
623,2025-03-29,1115,2086,401,3.0,811.83,29.9,GiftCard
624,2024-08-14,1019,2041,401,3.0,1419.15,25.2,GiftCard
625,2025-05-16,1005,2069,402,3.0,1307.13,13.1,Cash
626,2024-09-27,1071,2066,403,2.0,1584.31,12.7,CreditCard
627,2024-11-29,1135,2056,404,1.0,647.67,0.3,DebitCard
628,2025-03-15,1089,2098,401,2.0,374.41,5.8,GiftCard
629,2025-05-05,1073,2023,402,0.0,1924.82,27.0,Cash
630,2024-07-23,1047,2013,403,1.0,2929.4,23.0,DebitCard
631,2024-08-07,1006,2063,402,2.0,1941.79,1.4,DebitCard
632,2024-12-14,1165,2060,403,1.0,1470.66,3.6,DebitCard
633,2025-05-04,1028,2005,402,0.0,833.18,3.4,Cash
634,2025-04-05,1023,2070,402,1.0,117.39,22.1,CreditCard
635,2024-08-20,1032,2011,404,2.0,1047.53,14.8,CreditCard
636,2024-06-24,1101,2079,403,0.0,2081.1,24.0,GiftCard
637,2025-05-24,1022,2091,404,2.0,3776.0,29.9,CreditCard
638,2025-04-26,1106,2039,401,2.0,4403.87,0.6,DebitCard
639,2025-05-28,1005,2079,403,3.0,3898.6,3.4,GiftCard
640,2024-07-27,1005,2091,401,2.0,1867.61,9.1,CreditCard
641,2024-12-17,1006,2019,403,3.0,3496.61,25.1,PayPal
642,2024-09-26,1071,2041,404,0.0,2127.92,16.6,PayPal
643,2024-11-28,1066,2060,401,0.0,367.55,25.6,DebitCard
644,2024-06-26,1177,2023,401,3.0,4798.2,1.7,Cash
645,2024-06-21,1163,2065,402,1.0,1217.59,2.9,GiftCard
646,2024-08-09,1080,2087,403,2.0,1181.09,26.2,GiftCard
647,2025-03-29,1020,2062,404,1.0,351.38,11.3,GiftCard
648,2024-08-31,1066,2009,401,0.0,53.62,27.2,DebitCard
649,2024-10-24,1152,2043,402,0.0,281.26,8.5,GiftCard
650,2024-07-24,1176,2023,402,0.0,3933.61,0.7,PayPal
651,2024-07-18,1032,2005,402,0.0,1821.63,7.3,PayPal
652,2024-06-19,1002,2015,402,1.0,735.49,24.4,GiftCard
653,2024-07-09,1071,2044,403,1.0,183.26,8.7,DebitCard
654,2025-03-28,1135,2035,403,0.0,944.09,4.7,CreditCard
655,2024-08-28,1181,2089,402,0.0,741.9,17.1,PayPal
656,2024-10-30,1071,2097,403,0.0,2731.17,6.6,PayPal
657,2024-10-23,1184,2054,404,2.0,3812.78,26.0,Cash
658,2025-02-01,1057,2037,404,0.0,1614.75,24.2,CreditCard
659,2025-05-10,1003,2062,401,0.0,819.88,21.7,Cash
660,2025-02-04,1189,2021,401,1.0,1210.17,12.5,Cash
661,2025-05-29,1005,2035,403,3.0,3500.05,24.7,GiftCard
662,2025-05-15,1130,2091,401,3.0,3327.67,2.2,DebitCard
663,2024-07-26,1034,2063,401,3.0,687.56,19.6,Cash
664,2024-10-01,1194,2097,404,1.0,2740.55,5.6,PayPal
665,2024-12-04,1138,2097,401,0.0,1915.52,22.4,GiftCard
666,2024-10-28,1008,2041,402,1.0,2250.86,20.6,Cash
667,2025-03-07,1125,2087,404,1.0,813.2,29.4,DebitCard
668,2024-12-01,1157,2098,403,0.0,299.99,2.5,PayPal
669,2024-10-25,1149,2054,404,2.0,2353.68,8.7,PayPal
670,2024-06-24,1071,2075,401,0.0,273.22,23.2,Cash
671,2024-08-10,1009,2054,404,3.0,4935.94,17.9,CreditCard
672,2024-10-29,1146,2091,401,1.0,2762.46,28.1,CreditCard
673,2025-03-07,1157,2079,402,0.0,2911.25,3.2,CreditCard
674,2024-09-26,1005,2079,401,0.0,1730.14,0.4,CreditCard
675,2024-12-19,1109,2019,403,2.0,2929.76,22.6,CreditCard
676,2024-08-22,1159,2085,402,1.0,465.26,13.9,DebitCard
677,2025-05-18,1119,2097,404,0.0,2139.24,19.8,DebitCard
678,2024-08-01,1020,2052,403,0.0,1699.64,5.3,GiftCard
679,2024-09-17,1041,2039,402,0.0,624.67,6.0,Cash
680,2025-03-19,1124,2055,404,0.0,581.79,21.5,GiftCard
681,2024-06-13,1071,2022,401,3.0,157.89,26.0,Cash
682,2025-04-25,1076,2052,403,0.0,1687.63,10.5,Cash
683,2025-04-05,1066,2074,403,0.0,288.44,18.1,DebitCard
684,2025-03-22,1149,2095,402,1.0,391.55,21.8,DebitCard
685,2025-05-22,1065,2007,404,0.0,876.37,27.2,PayPal
686,2025-01-30,1037,2091,403,0.0,4573.53,28.1,GiftCard
687,2024-06-15,1013,2085,402,3.0,1919.04,3.5,PayPal
688,2024-10-24,1031,2030,404,3.0,1839.96,2.5,Cash
689,2024-09-30,1193,2035,402,2.0,3950.33,1.3,GiftCard
690,2024-11-07,1066,2062,404,2.0,1759.68,25.0,DebitCard
691,2025-03-28,1178,2019,403,2.0,623.08,6.0,Cash
692,2024-06-22,1161,2082,402,,645.82,9.7,GiftCard
693,2024-12-21,1071,2098,402,3.0,672.83,13.4,Cash
694,2024-11-27,1066,2039,403,1.0,2154.2,25.6,CreditCard
695,2024-11-02,1146,2013,402,3.0,3655.68,20.9,GiftCard
696,2024-08-09,1109,2019,401,1.0,1028.08,25.7,CreditCard
697,2025-02-15,1116,2063,401,1.0,1730.78,16.7,CreditCard
698,2025-03-14,1126,2055,402,2.0,419.26,25.4,PayPal
699,2024-08-14,1007,2041,402,1.0,3579.2,15.7,PayPal
700,2024-11-22,1116,2088,404,3.0,1485.4,1.8,Cash
701,2024-09-13,1034,2035,404,0.0,0.0,26.0,GiftCard
702,2024-12-04,1101,2016,401,2.0,1011.04,28.3,Cash
703,2024-10-15,1022,2070,404,0.0,146.99,2.2,DebitCard
704,2024-12-03,1071,2055,403,2.0,1535.05,13.8,CreditCard
705,2024-09-16,1042,2046,402,3.0,30.81,28.4,CreditCard
706,2024-09-03,1020,2091,404,3.0,2104.34,24.0,DebitCard
707,2025-02-10,1126,2023,401,1.0,1312.95,25.8,CreditCard
708,2024-08-09,1069,2084,402,0.0,1163.04,22.2,DebitCard
709,2024-11-09,1032,2042,401,0.0,1201.16,23.8,Cash
710,2025-05-15,1039,2091,404,2.0,526.12,12.7,CreditCard
711,2025-05-22,1115,2070,402,0.0,49.61,29.5,DebitCard
712,2025-03-20,1140,2048,401,1.0,1553.21,21.2,PayPal
713,2024-11-04,1071,2079,403,1.0,2708.8,20.3,PayPal
714,2024-11-14,1079,2077,402,0.0,1049.67,20.0,DebitCard
715,2024-11-30,1121,2039,404,3.0,3262.41,8.7,DebitCard
716,2024-11-15,1010,2059,402,1.0,1078.19,29.5,PayPal
717,2025-01-12,1032,2061,403,1.0,635.8,4.1,DebitCard
718,2024-09-10,1145,2019,401,3.0,2590.95,1.3,CreditCard
719,2025-02-15,1090,2019,401,3.0,1319.94,18.6,PayPal
720,2024-11-02,1020,2046,404,2.0,138.54,21.4,CreditCard
721,2025-03-24,1066,2077,403,0.0,84.93,8.5,PayPal
722,2024-11-03,1032,2051,404,2.0,1928.13,13.4,CreditCard
723,2025-01-25,1022,2013,402,0.0,1346.99,3.4,PayPal
724,2024-06-12,1037,2055,402,3.0,872.66,21.5,CreditCard
725,2024-07-19,1189,2062,404,,523.13,14.1,CreditCard
726,2024-09-28,1100,2013,401,3.0,4318.77,22.0,Cash
727,2025-02-22,1141,2004,404,3.0,168.37,3.2,Cash
728,2024-06-08,1141,2079,404,2.0,2463.04,7.3,GiftCard
729,2024-08-06,1120,2029,402,2.0,129.48,11.2,CreditCard
730,2025-02-14,1075,2049,404,2.0,1609.52,0.3,PayPal
731,2025-04-05,1072,2011,404,1.0,1009.76,24.9,PayPal
732,2025-03-17,1126,2029,401,2.0,59.99,14.6,CreditCard
733,2024-08-05,1128,2019,403,1.0,1508.43,25.4,CreditCard
734,2024-09-14,1090,2098,403,0.0,1856.93,5.8,GiftCard
735,2024-11-15,1193,2019,401,0.0,1251.71,22.1,DebitCard
736,2024-07-20,1089,2041,404,3.0,946.82,7.0,CreditCard
737,2025-01-12,1035,2035,404,0.0,4141.15,5.1,DebitCard
738,2024-10-16,1021,2079,403,1.0,3890.78,5.2,CreditCard
739,2024-11-11,1005,2052,404,2.0,913.03,7.9,PayPal
740,2025-03-08,1132,2010,403,1.0,816.87,21.1,PayPal
741,2024-06-16,1038,2007,403,2.0,661.71,24.5,CreditCard
742,2024-10-17,1135,2018,404,1.0,1267.5,0.5,GiftCard
743,2024-12-31,1088,2083,404,2.0,1098.0,20.4,GiftCard
744,2024-11-02,1032,2069,403,2.0,1526.24,1.0,DebitCard
745,2024-08-06,1020,2041,404,0.0,4287.13,5.9,Cash
746,2024-09-14,1031,2019,404,0.0,4923.28,0.7,Cash
747,2025-03-22,1144,2080,402,2.0,1639.4,17.1,CreditCard
748,2024-12-20,1005,2031,401,1.0,754.47,15.7,DebitCard
749,2024-07-12,1105,2013,404,3.0,851.33,2.2,Cash
750,2025-01-26,1143,2050,403,3.0,1393.58,13.4,DebitCard
751,2025-05-14,1106,2018,402,3.0,1423.82,29.7,CreditCard
752,2025-04-12,1071,2004,402,2.0,281.59,27.2,PayPal
753,2025-04-09,1089,2005,402,2.0,641.36,5.0,PayPal
754,2024-11-29,1036,2053,401,2.0,470.38,8.7,CreditCard
755,2025-03-28,1031,2008,401,2.0,1805.56,2.1,GiftCard
756,2025-03-13,1184,2016,402,3.0,1351.08,4.8,PayPal
757,2024-08-02,1022,2085,404,3.0,139.35,18.7,GiftCard
758,2025-01-24,1071,2021,401,2.0,291.37,29.6,PayPal
759,2024-12-17,1034,2066,402,0.0,1875.55,6.0,DebitCard
760,2024-08-14,1071,2039,404,2.0,702.43,3.5,GiftCard
761,2025-04-12,1005,2013,403,0.0,947.0,3.8,CreditCard
762,2024-08-09,1020,2019,403,1.0,4825.06,3.3,Cash
763,2024-08-15,1076,2040,402,2.0,141.82,15.0,GiftCard
764,2025-04-26,1071,2075,402,3.0,575.11,21.4,Cash
765,2024-10-07,1016,2052,402,0.0,1928.78,21.6,GiftCard
766,2025-01-25,1116,2046,404,1.0,29.93,27.8,PayPal
767,2024-12-13,1071,2054,404,,4825.01,8.7,DebitCard
768,2024-12-31,1042,2091,403,3.0,4290.97,8.3,DebitCard
769,2024-08-27,1072,2097,401,3.0,4237.24,28.7,GiftCard
770,2025-02-18,1110,2097,403,2.0,4908.38,8.0,DebitCard
771,2025-02-10,1169,2043,402,2.0,1399.1,3.1,GiftCard
772,2025-01-12,1032,2013,402,3.0,2921.59,21.2,PayPal
773,2025-03-15,1019,2085,404,2.0,783.93,4.8,CreditCard
774,2024-12-27,1196,2001,401,1.0,481.97,26.4,Cash
775,2024-06-08,1181,2011,403,1.0,1012.93,0.6,Cash
776,2024-10-24,1180,2026,401,3.0,590.83,27.4,GiftCard
777,2024-12-03,1071,2072,402,,176.85,7.1,CreditCard
778,2024-09-14,1058,2093,403,0.0,1401.32,2.0,DebitCard
779,2024-12-11,1143,2000,404,0.0,679.85,15.4,Cash
780,2025-04-05,1031,2059,404,0.0,487.87,26.1,PayPal
781,2024-09-21,1114,2046,402,0.0,41.59,28.9,DebitCard
782,2025-02-01,1063,2054,403,,625.43,6.8,DebitCard
783,2024-11-14,1089,2031,401,2.0,1652.19,4.5,GiftCard
784,2024-12-07,1066,2079,404,3.0,884.91,20.4,GiftCard
785,2024-06-27,1089,2088,401,0.0,911.74,4.7,CreditCard
786,2024-10-01,1016,2013,401,3.0,3277.86,6.4,GiftCard
787,2024-11-08,1168,2058,404,3.0,1257.5,13.5,GiftCard
788,2024-10-15,1006,2042,402,0.0,181.71,19.0,DebitCard
789,2025-03-15,1116,2032,403,3.0,318.46,17.5,PayPal
790,2024-06-20,1005,2083,403,1.0,651.92,11.5,CreditCard
791,2024-10-16,1002,2084,402,,1678.59,7.6,DebitCard
792,2025-04-11,1050,2081,402,2.0,977.66,20.9,GiftCard
793,2025-02-02,1177,2070,403,3.0,24.68,5.2,GiftCard
794,2025-04-18,1126,2013,402,3.0,1575.59,21.8,DebitCard
795,2025-02-22,1084,2048,402,0.0,193.78,14.9,PayPal
796,2024-06-14,1020,2080,403,,435.76,28.5,Cash
797,2024-08-11,1184,2097,402,0.0,1678.05,12.9,CreditCard
798,2024-07-13,1035,2014,403,2.0,770.8,6.2,DebitCard
799,2024-10-26,1005,2008,401,1.0,423.78,5.0,Cash
800,2024-10-29,1153,2081,402,1.0,623.66,29.7,PayPal
801,2024-08-02,1020,2065,404,0.0,1592.44,4.3,Cash
802,2024-12-30,1005,2082,403,3.0,1439.35,6.0,CreditCard
803,2024-12-09,1126,2074,404,0.0,1795.03,5.6,DebitCard
